TestName,TestType,TestStage,TestTime,TestHumidity,DayTemperature,NightTemperature,TestLight,Nitrogen,Phosphorus,Potassium
Lettuce,Black Sandy Loam,Vegetative,50,73,20,16,11,207,314,281
Lettuce,Black Sandy Loam,Vegetative,25,70,17,16,11,205,310,284
Lettuce,Black Sandy Loam,Vegetative,25,73,20,16,11,205,312,284
Lettuce,Black Sandy Loam,Vegetative,49,74,15,17,10,206,311,280
Lettuce,Black Sandy Loam,Vegetative,38,73,18,18,12,208,314,280
Lettuce,Black Sandy Loam,Vegetative,40,70,16,18,12,206,313,284
Lettuce,Black Sandy Loam,Vegetative,39,72,16,16,10,207,314,284
Lettuce,Black Sandy Loam,Vegetative,50,70,15,17,10,209,315,283
Lettuce,Black Sandy Loam,Vegetative,41,71,19,18,10,205,314,281
Lettuce,Black Sandy Loam,Vegetative,41,73,15,15,12,208,313,283
Lettuce,Black Sandy Loam,Vegetative,26,70,20,17,12,208,314,285
Lettuce,Black Sandy Loam,Vegetative,41,74,19,17,10,205,314,283
Lettuce,Black Sandy Loam,Vegetative,26,72,20,16,10,207,312,281
Lettuce,Black Sandy Loam,Vegetative,34,75,18,15,10,207,311,281
Lettuce,Black Sandy Loam,Vegetative,33,72,16,18,12,210,313,284
Lettuce,Black Sandy Loam,Vegetative,31,73,15,16,10,205,314,282
Lettuce,Black Sandy Loam,Vegetative,32,72,20,15,11,210,310,282
Lettuce,Black Sandy Loam,Vegetative,40,72,15,17,12,207,314,280
Lettuce,Black Sandy Loam,Vegetative,45,71,20,17,11,209,313,281
Lettuce,Black Sandy Loam,Vegetative,43,75,15,16,10,210,315,280
Lettuce,Black Sandy Loam,Vegetative,50,75,16,16,10,208,314,281
Lettuce,Black Sandy Loam,Vegetative,29,74,20,15,12,209,314,283
Lettuce,Black Sandy Loam,Vegetative,42,75,16,17,12,210,314,284
Lettuce,Black Sandy Loam,Vegetative,39,75,15,16,12,207,310,283
Lettuce,Black Sandy Loam,Vegetative,30,75,18,18,12,205,313,280
Lettuce,Black Sandy Loam,Vegetative,34,73,16,17,12,206,310,284
Lettuce,Black Sandy Loam,Vegetative,25,70,18,15,11,205,315,285
Lettuce,Black Sandy Loam,Vegetative,26,72,19,16,10,205,311,283
Lettuce,Black Sandy Loam,Vegetative,38,71,19,17,10,209,313,281
Lettuce,Black Sandy Loam,Vegetative,28,70,16,15,11,210,314,280
Lettuce,Black Sandy Loam,Vegetative,41,71,15,16,11,209,315,285
Lettuce,Black Sandy Loam,Vegetative,45,72,18,16,10,205,313,285
Lettuce,Black Sandy Loam,Vegetative,29,73,20,15,11,206,313,280
Lettuce,Black Sandy Loam,Vegetative,35,70,20,15,12,208,312,285
Lettuce,Black Sandy Loam,Vegetative,37,72,17,18,10,209,315,283
Lettuce,Black Sandy Loam,Vegetative,29,73,18,16,10,205,315,285
Lettuce,Black Sandy Loam,Vegetative,32,70,19,18,12,207,313,281
Lettuce,Black Sandy Loam,Vegetative,37,75,19,15,11,208,310,281
Lettuce,Black Sandy Loam,Vegetative,46,72,18,17,11,207,311,281
Lettuce,Black Sandy Loam,Vegetative,36,70,20,17,11,210,314,280
Lettuce,Black Sandy Loam,Vegetative,28,74,18,16,11,208,315,285
Lettuce,Black Sandy Loam,Vegetative,43,70,15,18,12,207,315,282
Lettuce,Black Sandy Loam,Vegetative,34,72,16,16,11,210,312,283
Lettuce,Black Sandy Loam,Vegetative,30,71,15,17,10,209,313,282
Lettuce,Black Sandy Loam,Vegetative,49,73,20,17,12,207,311,280
Lettuce,Black Sandy Loam,Vegetative,32,72,19,15,10,208,312,284
Lettuce,Black Sandy Loam,Vegetative,26,72,15,18,10,205,313,285
Lettuce,Black Sandy Loam,Vegetative,31,75,15,15,10,206,312,284
Lettuce,Black Sandy Loam,Vegetative,32,73,20,18,11,210,312,284
Lettuce,Black Sandy Loam,Vegetative,50,71,15,17,12,205,310,282
Lettuce,Black Sandy Loam,Vegetative,42,70,16,18,11,208,310,283
Lettuce,Black Sandy Loam,Vegetative,45,74,16,17,10,210,313,285
Lettuce,Black Sandy Loam,Vegetative,46,75,18,17,11,206,311,285
Lettuce,Black Sandy Loam,Maturation,34,70,19,18,12,208,315,280
Lettuce,Black Sandy Loam,Maturation,22,72,16,15,12,207,315,283
Lettuce,Black Sandy Loam,Maturation,20,70,15,16,11,208,311,284
Lettuce,Black Sandy Loam,Maturation,22,75,19,18,10,207,314,281
Lettuce,Black Sandy Loam,Maturation,29,71,19,16,12,210,313,285
Lettuce,Black Sandy Loam,Maturation,46,70,20,17,11,206,315,281
Lettuce,Black Sandy Loam,Maturation,32,75,20,16,10,208,310,282
Lettuce,Black Sandy Loam,Maturation,28,74,16,18,12,209,313,280
Lettuce,Black Sandy Loam,Maturation,24,75,16,16,11,207,313,281
Lettuce,Black Sandy Loam,Maturation,18,73,17,16,11,207,310,285
Lettuce,Black Sandy Loam,Maturation,34,71,20,15,10,206,315,284
Lettuce,Black Sandy Loam,Maturation,38,73,18,18,11,208,315,284
Lettuce,Black Sandy Loam,Maturation,18,73,15,17,12,207,312,280
Lettuce,Black Sandy Loam,Maturation,12,73,20,15,10,208,312,285
Lettuce,Black Sandy Loam,Maturation,24,71,19,16,11,206,313,280
Lettuce,Black Sandy Loam,Maturation,32,71,16,18,12,208,313,282
Lettuce,Black Sandy Loam,Maturation,31,72,20,17,10,207,315,281
Lettuce,Black Sandy Loam,Maturation,30,74,20,16,10,209,313,281
Lettuce,Black Sandy Loam,Maturation,37,72,16,15,11,208,310,285
Lettuce,Black Sandy Loam,Maturation,34,74,17,16,12,208,310,281
Lettuce,Black Sandy Loam,Maturation,38,71,15,16,11,208,313,285
Lettuce,Black Sandy Loam,Maturation,15,72,17,17,10,205,314,285
Lettuce,Black Sandy Loam,Maturation,26,75,19,15,10,206,314,280
Lettuce,Black Sandy Loam,Maturation,18,74,19,16,11,206,310,285
Lettuce,Black Sandy Loam,Maturation,21,69,17,17,11,205,313,280
Lettuce,Black Sandy Loam,Maturation,30,70,19,15,12,205,313,283
Lettuce,Black Sandy Loam,Maturation,35,73,18,18,11,209,314,283
Lettuce,Black Sandy Loam,Maturation,19,75,20,15,12,205,311,284
Lettuce,Black Sandy Loam,Maturation,13,71,15,16,11,209,311,281
Lettuce,Black Sandy Loam,Maturation,15,72,17,15,10,208,315,285
Lettuce,Black Sandy Loam,Maturation,10,75,16,18,11,205,311,282
Lettuce,Black Sandy Loam,Maturation,24,73,16,15,10,210,311,282
Lettuce,Black Sandy Loam,Maturation,31,75,19,16,12,210,315,284
Lettuce,Black Sandy Loam,Maturation,11,71,17,18,10,208,310,283
Lettuce,Black Sandy Loam,Maturation,37,74,16,17,11,206,310,284
Lettuce,Black Sandy Loam,Maturation,37,73,19,17,11,210,310,280
Lettuce,Black Sandy Loam,Maturation,12,74,15,16,11,206,315,285
Lettuce,Black Sandy Loam,Maturation,36,71,18,15,11,205,310,284
Lettuce,Black Sandy Loam,Maturation,22,72,15,15,11,207,313,281
Lettuce,Black Sandy Loam,Maturation,26,74,17,15,10,205,311,285
Lettuce,Black Sandy Loam,Maturation,38,71,19,15,10,208,314,282
Lettuce,Black Sandy Loam,Maturation,27,71,18,15,11,210,311,284
Lettuce,Black Sandy Loam,Maturation,19,75,15,18,11,209,311,283
Lettuce,Black Sandy Loam,Maturation,39,74,18,17,12,209,313,283
Lettuce,Black Sandy Loam,Maturation,36,72,20,18,10,208,309,283
Lettuce,Black Sandy Loam,Maturation,24,73,17,15,11,206,313,282
Lettuce,Black Sandy Loam,Maturation,20,73,18,18,12,206,310,285
Lettuce,Black Sandy Loam,Maturation,35,70,15,16,12,210,311,283
Lettuce,Black Sandy Loam,Maturation,21,74,15,18,12,205,312,283
Lettuce,Black Sandy Loam,Maturation,26,72,15,18,10,210,314,282
Lettuce,Black Sandy Loam,Maturation,37,75,16,18,12,208,314,282
Lettuce,Black Sandy Loam,Maturation,14,76,20,18,11,209,313,282
Lettuce,Black Sandy Loam,Maturation,32,73,18,17,10,208,313,280
Lettuce,Black Sandy Loam,Maturation,10,75,15,16,12,210,312,284
Lettuce,Black Sandy Loam,Maturation,13,72,16,18,11,207,312,283
Lettuce,Black Sandy Loam,Maturation,37,73,17,17,12,206,315,284
Lettuce,Black Sandy Loam,Maturation,28,73,15,17,10,209,311,280
Lettuce,Black Sandy Loam,Maturation,13,73,19,18,10,206,311,280
Lettuce,Black Sandy Loam,Maturation,28,70,18,17,10,207,314,280
Lettuce,Black Sandy Loam,Maturation,36,75,18,16,12,208,310,283
Lettuce,Black Sandy Loam,Maturation,32,71,17,15,12,209,312,280
Lettuce,Black Sandy Loam,Maturation,10,70,18,16,11,207,310,282
Lettuce,Black Sandy Loam,Maturation,12,71,17,17,11,205,311,285
Lettuce,Black Sandy Loam,Maturation,31,74,21,15,10,209,315,281
Lettuce,Black Sandy Loam,Maturation,30,75,15,18,11,210,310,281
Lettuce,Black Sandy Loam,Maturation,25,72,18,18,12,205,312,281
Lettuce,Black Sandy Loam,Maturation,27,70,15,16,10,206,309,282
Lettuce,Black Sandy Loam,Maturation,35,72,16,18,12,206,315,280
Lettuce,Black Sandy Loam,Maturation,36,70,18,16,10,205,314,285
Lettuce,Black Sandy Loam,Maturation,11,75,20,18,11,205,310,282
Lettuce,Black Sandy Loam,Maturation,16,70,16,18,11,207,310,281
Lettuce,Black Sandy Loam,Maturation,30,71,19,15,11,205,311,280
Lettuce,Black Sandy Loam,Maturation,18,71,20,17,11,209,315,281
Lettuce,Black Sandy Loam,Maturation,14,75,16,15,10,205,315,283
Lettuce,Black Sandy Loam,Maturation,14,72,17,16,12,210,312,281
Lettuce,Black Sandy Loam,Maturation,35,71,18,17,10,207,312,284
Lettuce,Black Sandy Loam,Maturation,23,73,17,18,12,206,315,281
Lettuce,Black Sandy Loam,Maturation,40,75,18,16,12,210,314,282
Lettuce,Black Sandy Loam,Maturation,15,70,19,17,11,207,311,281
Lettuce,Black Sandy Loam,Maturation,27,72,18,18,10,205,315,282
Lettuce,Black Sandy Loam,Maturation,20,71,17,17,11,208,312,283
Lettuce,Black Sandy Loam,Maturation,28,75,17,17,10,210,310,284
Lettuce,Black Sandy Loam,Maturation,17,70,16,18,11,209,310,284
Lettuce,Black Sandy Loam,Maturation,13,75,16,16,12,209,310,284
Lettuce,Black Sandy Loam,Maturation,35,74,20,17,10,205,313,280
Lettuce,Black Sandy Loam,Maturation,24,75,19,16,12,207,314,282
Lettuce,Black Sandy Loam,Maturation,14,73,18,18,11,209,314,282
Lettuce,Black Sandy Loam,Maturation,37,72,16,16,11,210,314,284
Lettuce,Black Sandy Loam,Maturation,33,73,18,15,12,207,311,280
Lettuce,Black Sandy Loam,Maturation,16,70,16,16,12,208,315,282
Lettuce,Black Sandy Loam,Maturation,10,73,20,18,12,205,315,285
Lettuce,Black Sandy Loam,Maturation,37,71,18,17,11,205,312,282
Lettuce,Black Sandy Loam,Maturation,37,74,16,15,11,207,312,283
Lettuce,Black Sandy Loam,Maturation,12,72,17,16,10,205,312,280
Lettuce,Black Sandy Loam,Maturation,21,73,16,18,12,209,312,282
Lettuce,Black Sandy Loam,Maturation,25,73,15,17,11,207,311,285
Lettuce,Black Sandy Loam,Maturation,22,74,17,18,10,208,314,282
Lettuce,Black Sandy Loam,Maturation,10,72,18,16,11,206,313,283
Lettuce,Black Sandy Loam,Maturation,27,71,16,18,12,207,312,285
Lettuce,Black Sandy Loam,Maturation,36,74,17,18,10,208,314,285
Lettuce,Black Sandy Loam,Maturation,10,71,20,15,11,207,314,283
Lettuce,Black Sandy Loam,Maturation,29,73,18,16,12,205,314,280
Lettuce,Black Sandy Loam,Maturation,34,72,19,15,12,205,311,284
Lettuce,Black Sandy Loam,Maturation,16,71,20,15,10,209,311,281
Lettuce,Black Sandy Loam,Maturation,16,71,15,15,10,206,314,280
Lettuce,Black Sandy Loam,Maturation,22,72,15,15,11,209,314,283
Lettuce,Black Sandy Loam,Maturation,31,70,20,16,11,207,312,284
Lettuce,Black Sandy Loam,Maturation,12,75,19,15,10,206,309,284
Lettuce,Black Sandy Loam,Maturation,15,71,15,18,12,208,313,282
Lettuce,Black Sandy Loam,Maturation,22,73,18,16,12,210,315,281
Lettuce,Black Sandy Loam,Maturation,19,70,17,18,11,208,309,283
Lettuce,Black Sandy Loam,Maturation,20,71,19,15,10,208,313,285
Lettuce,Black Sandy Loam,Maturation,10,70,18,16,11,209,313,285
Lettuce,Black Sandy Loam,Maturation,20,71,20,18,12,210,314,280
Lettuce,Black Sandy Loam,Maturation,33,72,18,18,12,206,310,282
Lettuce,Black Sandy Loam,Maturation,27,71,17,16,11,206,310,283
Lettuce,Black Sandy Loam,Maturation,35,72,15,17,10,207,313,282
Lettuce,Black Sandy Loam,Maturation,20,71,16,15,11,207,314,281
Lettuce,Black Sandy Loam,Maturation,18,73,16,17,12,207,315,283
Lettuce,Black Sandy Loam,Maturation,38,75,18,15,10,205,310,285
Lettuce,Black Sandy Loam,Maturation,12,70,20,15,11,205,315,280
Lettuce,Black Sandy Loam,Maturation,30,75,17,16,12,209,315,285
Lettuce,Black Sandy Loam,Maturation,21,75,20,18,12,206,314,281
Lettuce,Black Sandy Loam,Maturation,20,72,17,18,12,206,310,280
Lettuce,Black Sandy Loam,Maturation,10,73,19,15,11,207,313,280
Lettuce,Black Sandy Loam,Maturation,25,75,20,17,12,207,313,285
Lettuce,Black Sandy Loam,Maturation,39,72,18,15,12,210,315,284
Lettuce,Black Sandy Loam,Maturation,15,72,18,18,11,210,311,281
Lettuce,Black Sandy Loam,Maturation,30,70,15,16,12,208,312,284
Lettuce,Black Sandy Loam,Maturation,12,74,16,17,10,210,311,284
Lettuce,Black Sandy Loam,Maturation,31,71,19,15,11,210,310,284
Lettuce,Black Sandy Loam,Maturation,12,75,19,17,12,208,312,282
Lettuce,Black Sandy Loam,Maturation,27,72,19,16,10,210,315,281
Lettuce,Black Sandy Loam,Maturation,32,74,19,18,11,205,311,280
Lettuce,Black Sandy Loam,Maturation,39,73,15,18,12,207,313,283
Lettuce,Black Sandy Loam,Maturation,38,70,16,17,11,208,314,282
Lettuce,Black Sandy Loam,Maturation,16,73,20,17,10,209,312,284
Lettuce,Black Sandy Loam,Maturation,14,71,16,17,10,210,310,285
Lettuce,Black Sandy Loam,Maturation,24,73,18,15,10,206,311,283
Lettuce,Black Sandy Loam,Maturation,28,70,18,18,11,205,313,285
Lettuce,Black Sandy Loam,Maturation,34,71,18,18,12,207,314,280
Lettuce,Black Sandy Loam,Maturation,12,71,18,17,11,209,311,285
Lettuce,Black Sandy Loam,Maturation,37,71,15,18,12,208,315,284
Lettuce,Black Sandy Loam,Maturation,13,71,20,18,10,206,310,285
Lettuce,Black Sandy Loam,Maturation,27,70,19,17,10,205,314,285
Lettuce,Black Sandy Loam,Maturation,29,72,18,18,11,208,315,283
Lettuce,Black Sandy Loam,Maturation,28,71,19,15,12,208,310,280
Lettuce,Black Sandy Loam,Maturation,14,73,18,17,10,209,313,283
Lettuce,Black Sandy Loam,Maturation,39,73,19,15,12,207,313,284
Lettuce,Black Sandy Loam,Maturation,17,75,20,15,11,209,311,282
Lettuce,Black Sandy Loam,Maturation,11,70,15,18,11,209,314,284
Lettuce,Black Sandy Loam,Maturation,36,72,17,16,11,205,312,283
Lettuce,Black Sandy Loam,Maturation,26,75,20,17,11,209,313,285
Lettuce,Black Sandy Loam,Maturation,26,75,18,18,11,209,311,281
Lettuce,Black Sandy Loam,Maturation,14,75,16,15,11,209,310,285
Lettuce,Black Sandy Loam,Maturation,31,74,15,16,12,205,310,280
Lettuce,Black Sandy Loam,Maturation,21,70,17,16,11,208,313,280
Lettuce,Black Sandy Loam,Maturation,19,75,17,16,12,209,310,285
Lettuce,Black Sandy Loam,Maturation,38,75,15,15,11,205,314,283
Lettuce,Black Sandy Loam,Maturation,33,74,19,17,11,205,315,281
Lettuce,Black Sandy Loam,Maturation,28,72,16,15,10,209,312,282
Lettuce,Black Sandy Loam,Maturation,16,75,18,17,11,208,314,284
Lettuce,Black Sandy Loam,Maturation,24,75,15,16,12,209,311,280
Lettuce,Black Sandy Loam,Maturation,14,73,17,18,12,209,312,280
Lettuce,Black Sandy Loam,Maturation,24,73,17,16,11,210,314,280
Lettuce,Black Sandy Loam,Maturation,19,72,19,14,10,205,315,285
Lettuce,Black Sandy Loam,Maturation,32,74,20,16,12,210,311,283
Lettuce,Black Sandy Loam,Maturation,40,75,19,16,10,207,313,281
Lettuce,Black Sandy Loam,Maturation,19,72,19,17,12,206,311,282
Lettuce,Black Sandy Loam,Maturation,12,72,16,16,12,208,313,285
Lettuce,Black Sandy Loam,Maturation,24,71,20,18,11,210,310,283
Lettuce,Black Sandy Loam,Maturation,23,72,16,15,12,206,315,283
Lettuce,Black Sandy Loam,Maturation,30,72,20,17,10,205,315,281
Lettuce,Black Sandy Loam,Maturation,20,71,15,17,11,209,314,281
Lettuce,Black Sandy Loam,Maturation,14,74,18,16,11,208,312,280
Lettuce,Black Sandy Loam,Maturation,12,75,17,15,12,209,312,284
Lettuce,Black Sandy Loam,Maturation,39,72,17,15,11,209,313,281
Lettuce,Black Sandy Loam,Maturation,19,72,16,15,12,207,315,280
Lettuce,Black Sandy Loam,Maturation,32,75,20,18,9,206,310,285
Lettuce,Black Sandy Loam,Maturation,34,73,17,15,11,208,311,281
Lettuce,Black Sandy Loam,Maturation,32,71,17,18,10,207,312,281
Lettuce,Black Sandy Loam,Maturation,11,71,15,18,10,205,311,282
Lettuce,Black Sandy Loam,Maturation,37,70,16,18,12,206,310,283
Lettuce,Black Sandy Loam,Maturation,31,72,16,17,10,206,313,283
Lettuce,Black Sandy Loam,Maturation,40,74,16,16,12,209,314,281
Lettuce,Black Sandy Loam,Maturation,15,72,19,18,12,205,312,282
Lettuce,Black Sandy Loam,Maturation,13,74,15,16,10,206,312,284
Lettuce,Black Sandy Loam,Maturation,38,73,18,17,12,208,315,283
Lettuce,Black Sandy Loam,Maturation,27,71,19,16,12,209,312,285
Lettuce,Black Sandy Loam,Maturation,11,75,17,15,11,210,312,285
Lettuce,Black Sandy Loam,Maturation,33,73,17,15,10,205,311,283
Lettuce,Black Sandy Loam,Maturation,14,74,16,15,10,205,310,282
Lettuce,Black Sandy Loam,Maturation,19,74,16,17,10,205,313,280
Lettuce,Black Sandy Loam,Maturation,17,75,15,15,11,205,313,284
Lettuce,Black Sandy Loam,Maturation,10,72,18,15,12,209,312,280
Lettuce,Black Sandy Loam,Maturation,31,75,20,17,11,206,313,284
Lettuce,Black Sandy Loam,Maturation,27,75,18,16,11,209,313,283
Lettuce,Black Sandy Loam,Maturation,33,70,18,15,12,205,315,285
Lettuce,Black Sandy Loam,Maturation,12,71,20,17,10,209,312,282
Lettuce,Black Sandy Loam,Maturation,17,74,19,15,12,209,312,285
Lettuce,Black Sandy Loam,Maturation,15,70,17,17,10,210,310,280
Lettuce,Black Sandy Loam,Maturation,42,75,16,17,12,207,311,282
Lettuce,Black Sandy Loam,Maturation,36,75,18,15,10,209,311,284
Lettuce,Black Sandy Loam,Maturation,20,70,15,17,12,207,312,285
Lettuce,Black Sandy Loam,Maturation,24,73,18,17,11,206,312,285
Lettuce,Black Sandy Loam,Maturation,11,73,20,15,10,208,311,284
Lettuce,Black Sandy Loam,Maturation,17,70,15,18,10,206,313,281
Lettuce,Black Sandy Loam,Maturation,28,72,20,15,12,206,311,285
Lettuce,Black Sandy Loam,Maturation,19,71,20,15,12,208,314,282
Lettuce,Black Sandy Loam,Maturation,21,71,19,16,12,210,311,283
Lettuce,Black Sandy Loam,Maturation,28,70,16,17,10,207,313,285
Lettuce,Black Sandy Loam,Maturation,35,70,19,18,10,205,310,284
Lettuce,Black Sandy Loam,Maturation,14,74,19,18,11,210,314,283
Lettuce,Black Sandy Loam,Maturation,14,72,16,17,11,210,311,282
Lettuce,Black Sandy Loam,Maturation,13,71,16,17,12,207,314,284
Lettuce,Black Sandy Loam,Maturation,24,74,16,16,11,209,311,280
Lettuce,Black Sandy Loam,Maturation,8,75,15,18,10,205,310,282
Lettuce,Black Sandy Loam,Maturation,14,73,16,17,12,207,312,284
Lettuce,Black Sandy Loam,Maturation,31,70,18,17,11,207,314,283
Lettuce,Black Sandy Loam,Maturation,33,74,16,16,11,206,314,281
Lettuce,Black Sandy Loam,Maturation,37,70,16,16,11,206,311,284
Lettuce,Black Sandy Loam,Maturation,40,73,15,15,10,210,314,282
Lettuce,Black Sandy Loam,Maturation,16,71,17,16,12,206,311,282
Lettuce,Black Sandy Loam,Maturation,40,72,19,15,12,208,314,284
Lettuce,Black Sandy Loam,Maturation,28,74,17,17,10,210,315,281
Lettuce,Black Sandy Loam,Maturation,31,73,17,18,10,207,311,284
Lettuce,Black Sandy Loam,Maturation,36,73,15,15,11,206,310,281
Lettuce,Black Sandy Loam,Maturation,25,73,15,15,10,210,314,282
Lettuce,Black Sandy Loam,Maturation,31,71,16,15,9,210,315,280
Lettuce,Black Sandy Loam,Maturation,16,70,17,15,12,204,310,282
Lettuce,Black Sandy Loam,Maturation,40,74,15,15,10,207,315,280
Lettuce,Black Sandy Loam,Maturation,23,70,20,17,12,209,314,283
Lettuce,Black Sandy Loam,Maturation,28,75,20,18,10,210,312,284
Lettuce,Black Sandy Loam,Maturation,22,74,19,17,12,209,310,285
Lettuce,Black Sandy Loam,Maturation,19,73,19,16,12,208,315,280
Lettuce,Black Sandy Loam,Maturation,29,75,18,18,12,206,310,281
Lettuce,Black Sandy Loam,Maturation,12,74,17,18,10,206,310,284
Lettuce,Black Sandy Loam,Maturation,19,70,17,16,11,206,311,282
Lettuce,Black Sandy Loam,Maturation,34,74,15,18,12,206,313,284
Lettuce,Black Sandy Loam,Maturation,36,74,17,18,9,206,315,285
Lettuce,Black Sandy Loam,Maturation,25,71,15,18,10,206,313,285
Lettuce,Black Sandy Loam,Maturation,17,74,19,17,12,207,314,283
Lettuce,Black Sandy Loam,Maturation,24,75,20,18,10,210,312,283
Lettuce,Black Sandy Loam,Maturation,38,72,19,16,11,205,312,285
Lettuce,Black Sandy Loam,Maturation,10,72,18,15,10,206,315,282
Lettuce,Black Sandy Loam,Maturation,11,75,18,17,10,210,313,281
Lettuce,Black Sandy Loam,Maturation,17,73,16,15,10,210,313,281
Lettuce,Black Sandy Loam,Maturation,28,72,19,17,10,205,313,285
Lettuce,Black Sandy Loam,Maturation,18,74,16,16,11,210,312,280
Lettuce,Black Sandy Loam,Maturation,32,72,18,18,10,208,310,284
Lettuce,Black Sandy Loam,Maturation,28,71,17,18,12,210,314,285
Lettuce,Black Sandy Loam,Maturation,26,72,17,16,11,205,315,285
Lettuce,Black Sandy Loam,Maturation,26,72,16,16,11,210,312,281
Lettuce,Black Sandy Loam,Maturation,40,70,16,16,10,207,315,285
Lettuce,Black Sandy Loam,Maturation,12,74,20,18,12,206,310,280
Lettuce,Black Sandy Loam,Maturation,36,71,19,16,10,209,313,282
Lettuce,Black Sandy Loam,Maturation,17,72,16,17,10,207,311,282
Lettuce,Black Sandy Loam,Maturation,32,73,18,16,11,210,313,285
Lettuce,Black Sandy Loam,Maturation,40,72,16,16,10,205,314,280
Lettuce,Black Sandy Loam,Maturation,13,75,17,18,10,210,314,285
Lettuce,Black Sandy Loam,Maturation,20,74,15,17,10,205,312,282
Lettuce,Black Sandy Loam,Maturation,18,71,20,15,11,207,312,284
Lettuce,Black Sandy Loam,Maturation,26,74,16,17,11,210,311,280
Lettuce,Black Sandy Loam,Maturation,25,70,17,15,12,205,311,282
Lettuce,Black Sandy Loam,Maturation,29,72,20,17,12,209,313,284
Lettuce,Black Sandy Loam,Maturation,32,73,20,17,12,207,310,282
Lettuce,Black Sandy Loam,Maturation,16,72,16,15,11,210,312,281
Lettuce,Black Sandy Loam,Maturation,18,75,20,18,11,206,311,285
Lettuce,Black Sandy Loam,Maturation,39,75,17,18,10,209,314,283
Lettuce,Black Sandy Loam,Maturation,36,71,19,17,12,208,315,285
Lettuce,Black Sandy Loam,Maturation,22,74,19,16,12,209,309,283
Lettuce,Black Sandy Loam,Maturation,37,73,15,17,12,208,315,281
Lettuce,Black Sandy Loam,Maturation,13,74,17,18,12,207,310,281
Lettuce,Black Sandy Loam,Maturation,26,73,15,18,12,208,311,283
Lettuce,Black Sandy Loam,Maturation,34,75,16,17,11,210,310,285
Lettuce,Black Sandy Loam,Maturation,32,73,19,17,11,210,313,280
Lettuce,Black Sandy Loam,Maturation,14,71,15,18,12,210,314,284
Lettuce,Black Sandy Loam,Maturation,24,71,18,18,11,210,312,280
Lettuce,Black Sandy Loam,Maturation,10,72,19,17,11,205,314,280
Lettuce,Black Sandy Loam,Maturation,24,71,20,15,10,206,314,282
Lettuce,Black Sandy Loam,Maturation,32,75,18,16,10,207,312,284
Lettuce,Black Sandy Loam,Maturation,38,71,15,18,10,210,311,283
Lettuce,Black Sandy Loam,Maturation,10,72,17,18,9,209,313,285
Lettuce,Black Sandy Loam,Maturation,20,70,15,17,12,207,311,280
Lettuce,Black Sandy Loam,Maturation,16,75,15,16,10,209,315,282
Lettuce,Black Sandy Loam,Maturation,36,75,18,18,12,208,314,281
Lettuce,Black Sandy Loam,Maturation,35,70,20,18,12,210,311,285
Lettuce,Black Sandy Loam,Maturation,13,73,20,17,10,208,313,282
Lettuce,Black Sandy Loam,Maturation,36,74,18,18,12,208,311,280
Lettuce,Black Sandy Loam,Maturation,18,74,19,18,12,209,315,283
Lettuce,Black Sandy Loam,Maturation,14,74,18,17,10,206,310,284
Lettuce,Black Sandy Loam,Maturation,27,70,15,16,11,205,311,280
Lettuce,Black Sandy Loam,Maturation,11,70,19,18,12,208,312,280
Lettuce,Black Sandy Loam,Maturation,29,74,16,18,12,205,314,281
Lettuce,Black Sandy Loam,Maturation,26,71,17,17,12,210,315,282
Lettuce,Black Sandy Loam,Maturation,26,71,16,17,10,209,312,280
Lettuce,Black Sandy Loam,Maturation,17,73,19,17,12,209,313,282
Lettuce,Black Sandy Loam,Maturation,14,72,19,15,12,205,310,282
Lettuce,Black Sandy Loam,Maturation,13,74,19,15,11,210,315,285
Lettuce,Black Sandy Loam,Maturation,40,71,15,16,10,208,313,281
Lettuce,Black Sandy Loam,Harvest,1,70,17,16,10,210,312,283
Lettuce,Black Sandy Loam,Harvest,3,74,20,16,12,206,312,281
Lettuce,Black Sandy Loam,Harvest,5,74,16,16,12,206,312,281
Lettuce,Black Sandy Loam,Harvest,2,73,17,16,11,205,311,281
Lettuce,Black Sandy Loam,Harvest,4,74,15,16,11,208,310,280
Lettuce,Black Sandy Loam,Harvest,1,75,18,17,12,207,315,282
Lettuce,Black Sandy Loam,Harvest,3,74,16,16,10,205,314,280
Lettuce,Black Sandy Loam,Harvest,3,70,19,16,10,209,315,281
Lettuce,Black Sandy Loam,Harvest,4,74,18,18,10,209,313,281
Lettuce,Black Sandy Loam,Harvest,3,70,18,17,10,208,311,284
Lettuce,Black Sandy Loam,Harvest,3,74,18,17,11,208,315,282
Lettuce,Black Sandy Loam,Harvest,5,75,19,15,12,207,313,281
Lettuce,Black Sandy Loam,Harvest,5,70,19,16,12,209,311,283
Lettuce,Black Sandy Loam,Harvest,5,75,18,15,12,210,313,284
Lettuce,Black Sandy Loam,Harvest,4,74,19,15,12,206,312,285
Lettuce,Black Sandy Loam,Harvest,1,69,19,15,12,204,311,284
Lettuce,Black Sandy Loam,Harvest,2,73,18,18,12,209,315,283
Lettuce,Black Sandy Loam,Harvest,2,75,17,17,12,209,311,285
Lettuce,Black Sandy Loam,Harvest,1,74,17,18,11,206,310,282
Lettuce,Black Sandy Loam,Harvest,3,73,20,17,12,205,312,283
Lettuce,Black Sandy Loam,Harvest,2,73,18,15,11,207,314,284
Lettuce,Black Sandy Loam,Harvest,4,75,19,18,11,209,315,283
